SITE_NO,LOCATION,YEAR,VARIABLE,VALUE,UNIT_UNITE,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,COLOR
AL05EF0003,north_saskatchewan,2015,OXYGEN DISSOLVED,10.815999999999999,MG/L,NORTH SASKATCHEWAN RIVER AT HWY 17,RIVIÈRE SASKATCHEWAN NORD À L'AUT. 17,RIVER/RIVIÈRE,,,53.6014,-110.0083,NAD83,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05DA0001,north_saskatchewan,2015,PHOSPHORUS TOTAL DISSOLVED,0.002,MG/L,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL,RIVER/RIVIÈRE,,,52.0028,-116.4719,NAD27,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05DA0001,north_saskatchewan,2015,SULPHATE DISSOLVED,35.75833333333333,MG/L,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL,RIVER/RIVIÈRE,,,52.0028,-116.4719,NAD27,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL11AA0003,missouri,2015,TEMPERATURE WATER,9.525090909090908,DEG C,MILK RIVER AT EASTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE EST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.1242,-110.8942,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
AL11AA0003,missouri,2015,SULPHATE DISSOLVED,116.09166666666665,MG/L,MILK RIVER AT EASTERN CROSSING OF INTERNATIONAL BOUNDARY,RIVIÈRE MILK AU PASSAGE EST À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.1242,-110.8942,NAD27,AB,MISSOURI,MISSOURI,GULF OF MEXICO,GOLFE DU MEXIQUE,,,green
BC08NG0009,columbia,2015,TEMPERATURE WATER,8.525,DEG C,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NG0009,columbia,2015,SULPHATE DISSOLVED,29.85,MG/L,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NG0009,columbia,2015,PH,8.145,PH UNITS,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NG0009,columbia,2015,PH,8.254285714285714,PH,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NG0009,columbia,2015,CHLORIDE,4.302857142857143,MG/L,KOOTENAY RIVER NEAR FENWICK STATION,RIVIÈRE KOOTENAY PRÈS DE FENWICK STATION,RIVER/RIVIÈRE,,,49.5279,-115.5492,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NG0009/Projects/PYLTM/Regions/0?new_lang=fr,red
YT10MD0001,mackenzie,2015,PH,8.205,PH,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
YT10MD0001,mackenzie,2015,PH,8.515,PH UNITS,FIRTH RIVER NEAR THE MOUTH,RIVIÈRE FIRTH PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,69.3264,-139.5672,NAD83,YT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,yellow
AL05DA0001,north_saskatchewan,2015,TEMPERATURE WATER,4.467909090909091,DEG C,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL,RIVER/RIVIÈRE,,,52.0028,-116.4719,NAD27,AB,NORTH SASKATCHEWAN,SASKATCHEWAN NORD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BE0013,south_saskatchewan,2015,OXYGEN DISSOLVED,10.995454545454546,MG/L,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE,RIVER/RIVIÈRE,,,51.1228,-115.3867,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
BC08NK0003,columbia,2015,CHLORIDE,1.9107142857142858,MG/L,ELK RIVER AT HWY 93 NEAR ELKO,RIVIÈRE ELK À L'AUTOROUTE 93 PRÈS D'ELKO,RIVER/RIVIÈRE,,,49.1797,-115.167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NK0003,columbia,2015,PH,8.382142857142856,PH,ELK RIVER AT HWY 93 NEAR ELKO,RIVIÈRE ELK À L'AUTOROUTE 93 PRÈS D'ELKO,RIVER/RIVIÈRE,,,49.1797,-115.167,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0003/Projects/PYLTM/Regions/0?new_lang=fr,red
BC10DA0002,mackenzie,2015,CHLORIDE,1.14,MG/L,Petitot River below Highway No. 77,Petitot River below Highway No. 77,RIVER/RIVIÈRE,,,59.98889,-122.95639,NAD83,BC,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,red
NW10VK0003,arctic,2015,PHOSPHORUS TOTAL DISSOLVED,0.013,MG/L,ABBE RIVER AT LAKE HAZEN,RIVIÈRE ABBE AU LAC HAZEN,RIVER/RIVIÈRE,,,81.84288,-70.92143,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
AL07KC0001,athabasca,2015,OXYGEN DISSOLVED,10.803999999999998,MG/L,PEACE RIVER AT PEACE POINT,RIVIÈRE PEACE À PEACE POINT,RIVER/RIVIÈRE,,,59.1139,-112.4264,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,green
AL07KC0001,athabasca,2015,PH,8.148181818181818,PH UNITS,PEACE RIVER AT PEACE POINT,RIVIÈRE PEACE À PEACE POINT,RIVER/RIVIÈRE,,,59.1139,-112.4264,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,green
AL07KC0001,athabasca,2015,PHOSPHORUS TOTAL DISSOLVED,0.0033636363636363634,MG/L,PEACE RIVER AT PEACE POINT,RIVIÈRE PEACE À PEACE POINT,RIVER/RIVIÈRE,,,59.1139,-112.4264,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,green
BC08NA0033,columbia,2015,TEMPERATURE WATER,3.9692307692307693,DEG C,KICKING HORSE RIVER ABOVE FIELD,RIVIÈRE KICKING HORSE EN AMONT DE FIELD,RIVER/RIVIÈRE,,,51.4192,-116.4378,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NA0033,columbia,2015,SULPHATE DISSOLVED,27.700000000000003,MG/L,KICKING HORSE RIVER ABOVE FIELD,RIVIÈRE KICKING HORSE EN AMONT DE FIELD,RIVER/RIVIÈRE,,,51.4192,-116.4378,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NA0033,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.0005,MG/L,KICKING HORSE RIVER ABOVE FIELD,RIVIÈRE KICKING HORSE EN AMONT DE FIELD,RIVER/RIVIÈRE,,,51.4192,-116.4378,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NA0033,columbia,2015,PH,8.223076923076924,PH UNITS,KICKING HORSE RIVER ABOVE FIELD,RIVIÈRE KICKING HORSE EN AMONT DE FIELD,RIVER/RIVIÈRE,,,51.4192,-116.4378,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0033/Projects/PYLTM/Regions/0?new_lang=fr,red
AL05BA0011,south_saskatchewan,2015,PH,8.105416666666667,PH UNITS,BOW RIVER AT HWY 1 ABOVE LAKE LOUISE,RIVIÈRE BOW À L'AUT. 1 EN AMONT DE LAC LOUISE,RIVER/RIVIÈRE,,,51.4433,-116.2117,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BA0011,south_saskatchewan,2015,OXYGEN DISSOLVED,10.512500000000001,MG/L,BOW RIVER AT HWY 1 ABOVE LAKE LOUISE,RIVIÈRE BOW À L'AUT. 1 EN AMONT DE LAC LOUISE,RIVER/RIVIÈRE,,,51.4433,-116.2117,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
BC08NE0005,columbia,2015,TEMPERATURE WATER,6.609999999999999,DEG C,COLUMBIA RIVER AT BIRCHBANK,FLEUVE COLUMBIA À BIRCHBANK,RIVER/RIVIÈRE,,,49.1769,-117.7175,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0005,columbia,2015,SULPHATE DISSOLVED,10.267,MG/L,COLUMBIA RIVER AT BIRCHBANK,FLEUVE COLUMBIA À BIRCHBANK,RIVER/RIVIÈRE,,,49.1769,-117.7175,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0?new_lang=fr,red
BC10DA0002,mackenzie,2015,CHLORIDE,1.14,MG/L,PETITOT RIVER AT HWY 77,RIVIÈRE PETITOT À L'AUT. 77,RIVER/RIVIÈRE,,,59.98889,-122.95639,NAD83,BC,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,red
SA06AF0001,churchill,2015,TEMPERATURE WATER,5.935,DEG C,COLD RIVER AT OUTLET TO COLD LAKE,RIVIÈRE COLD À LA SORTIE DU LAC COLD,RIVER/RIVIÈRE,,,54.5667,-109.8361,NAD83,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,blue
SA06AF0001,churchill,2015,PHOSPHORUS TOTAL DISSOLVED,0.007416666666666666,MG/L,COLD RIVER AT OUTLET TO COLD LAKE,RIVIÈRE COLD À LA SORTIE DU LAC COLD,RIVER/RIVIÈRE,,,54.5667,-109.8361,NAD83,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,blue
BC08NE0005,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.006973333333333333,MG/L,COLUMBIA RIVER AT BIRCHBANK,FLEUVE COLUMBIA À BIRCHBANK,RIVER/RIVIÈRE,,,49.1769,-117.7175,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0005,columbia,2015,PH,7.907000000000001,PH UNITS,COLUMBIA RIVER AT BIRCHBANK,FLEUVE COLUMBIA À BIRCHBANK,RIVER/RIVIÈRE,,,49.1769,-117.7175,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0005,columbia,2015,PH,7.986,PH,COLUMBIA RIVER AT BIRCHBANK,FLEUVE COLUMBIA À BIRCHBANK,RIVER/RIVIÈRE,,,49.1769,-117.7175,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NB0002,columbia,2015,PH,7.914166666666667,PH UNITS,BEAVER RIVER NEAR EAST PARK GATE,RIVIÈRE BEAVER PRÈS DE EAST PARK GATE,RIVER/RIVIÈRE,,,51.3834,-117.4504,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NB0002,columbia,2015,PHOSPHORUS TOTAL DISSOLVED,0.0005416666666666666,MG/L,BEAVER RIVER NEAR EAST PARK GATE,RIVIÈRE BEAVER PRÈS DE EAST PARK GATE,RIVER/RIVIÈRE,,,51.3834,-117.4504,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NB0002,columbia,2015,SULPHATE DISSOLVED,12.325000000000001,MG/L,BEAVER RIVER NEAR EAST PARK GATE,RIVIÈRE BEAVER PRÈS DE EAST PARK GATE,RIVER/RIVIÈRE,,,51.3834,-117.4504,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NB0002,columbia,2015,TEMPERATURE WATER,4.281818181818182,DEG C,BEAVER RIVER NEAR EAST PARK GATE,RIVIÈRE BEAVER PRÈS DE EAST PARK GATE,RIVER/RIVIÈRE,,,51.3834,-117.4504,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NB0002/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NE0005,columbia,2015,CHLORIDE,0.722,MG/L,COLUMBIA RIVER AT BIRCHBANK,FLEUVE COLUMBIA À BIRCHBANK,RIVER/RIVIÈRE,,,49.1769,-117.7175,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NE0005/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10EC0006,mackenzie,2015,PH,8.166666666666666,PH,PRAIRIE CREEK BELOW PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AVAL DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.5469,-124.7889,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10EC0006,mackenzie,2015,PH,8.42,PH UNITS,PRAIRIE CREEK BELOW PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AVAL DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.5469,-124.7889,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL07KC0001,athabasca,2015,SULPHATE DISSOLVED,22.772727272727273,MG/L,PEACE RIVER AT PEACE POINT,RIVIÈRE PEACE À PEACE POINT,RIVER/RIVIÈRE,,,59.1139,-112.4264,NAD83,AB,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Peace_River_at_Peace_Point_1967_2010_units_corrected.xls,green
BC07FD0005,athabasca,2015,CHLORIDE,0.5,MG/L,PEACE RIVER ABOVE ALCES RIVER,RIVIÈRE PEACE EN AMONT DE LA RIVIÈRE ALCES,RIVER/RIVIÈRE,,,56.1261,-120.0564,NAD83,BC,PEACEATHABASCA,PAIXATHABASCA,ARCTIC,ARCTIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC07FD0005/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC07FD0005/Projects/PYLTM/Regions/0?new_lang=fr,red
SA06AF0001,churchill,2015,SULPHATE DISSOLVED,2.91,MG/L,COLD RIVER AT OUTLET TO COLD LAKE,RIVIÈRE COLD À LA SORTIE DU LAC COLD,RIVER/RIVIÈRE,,,54.5667,-109.8361,NAD83,SK,CHURCHILL,CHURCHILL,HUDSON BAY,BAIE D'HUDSON,,,blue
NW10VK0001,arctic,2015,PH,7.98,PH,RUGGLES RIVER AT LAKE HAZEN,RIVIÈRE RUGGLES AU LAC HAZEN,RIVER/RIVIÈRE,,,81.79416,-70.44221,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,orange
MA05KH0001,lower_saskatchewan,2015,OXYGEN DISSOLVED,10.565384615384614,MG/L,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
NW10KA0001,mackenzie,2015,SULPHATE DISSOLVED,30.942857142857143,MG/L,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
MA05KH0001,lower_saskatchewan,2015,TEMPERATURE WATER,8.649230769230769,DEG C,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05KH0001,lower_saskatchewan,2015,SULPHATE DISSOLVED,63.138461538461534,MG/L,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05KH0001,lower_saskatchewan,2015,PHOSPHORUS TOTAL DISSOLVED,0.007307692307692308,MG/L,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,purple
AL05AD0060,south_saskatchewan,2015,TEMPERATURE WATER,7.8500000000000005,DEG C,BELLY RIVER,RIVIÈRE BELLY,RIVER/RIVIÈRE,,,49.0517,-113.6853,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BA0011,south_saskatchewan,2015,TEMPERATURE WATER,5.098416666666666,DEG C,BOW RIVER AT HWY 1 ABOVE LAKE LOUISE,RIVIÈRE BOW À L'AUT. 1 EN AMONT DE LAC LOUISE,RIVER/RIVIÈRE,,,51.4433,-116.2117,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BA0011,south_saskatchewan,2015,SULPHATE DISSOLVED,12.694166666666666,MG/L,BOW RIVER AT HWY 1 ABOVE LAKE LOUISE,RIVIÈRE BOW À L'AUT. 1 EN AMONT DE LAC LOUISE,RIVER/RIVIÈRE,,,51.4433,-116.2117,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
AL05BA0011,south_saskatchewan,2015,PHOSPHORUS TOTAL DISSOLVED,0.002,MG/L,BOW RIVER AT HWY 1 ABOVE LAKE LOUISE,RIVIÈRE BOW À L'AUT. 1 EN AMONT DE LAC LOUISE,RIVER/RIVIÈRE,,,51.4433,-116.2117,NAD27,AB,SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,HUDSON BAY,BAIE D'HUDSON,,,green
